Scenario,Time,Grid_node,Pd,Qd,PV
1,3,7,53.4667064006024,65.2173913043478,0.0
1,3,8,1.73962698412698,65.2173913043478,0.0
1,3,9,16.6689772727273,13.0434782608696,0.0
1,3,10,24.7347687400319,13.0434782608696,0.0
1,3,11,9.25566786283892,19.5652173913043,0.0
1,3,12,9.81576555023923,22.8260869565217,0.0
1,3,13,8.23988038277512,22.8260869565217,0.0
1,3,14,102.915365813253,52.1739130434783,0.0
1,3,15,55.9618674698795,6.52173913043478,0.0
1,3,16,40.1268801957831,13.0434782608696,0.0
1,3,17,11.9149398343373,13.0434782608696,0.0
1,3,18,8.55741257530121,26.0869565217391,0.0
1,3,19,11.937386746988,26.0869565217391,0.0
1,3,20,17.9686938890453,26.0869565217391,0.0
1,3,21,21.065802753474,26.0869565217391,0.0
1,3,22,13.7706916311301,26.0869565217391,0.0
1,3,23,9.6373973354232,32.6086956521739,0.0
1,3,24,17.1233197172035,130.434782608696,0.0
1,3,25,53.4667064006024,130.434782608696,0.0
1,3,26,1.73962698412698,16.304347826087,0.0
1,3,27,16.6689772727273,16.304347826087,0.0
1,3,28,24.7347687400319,13.0434782608696,0.0
1,3,29,9.25566786283892,45.6521739130435,0.0
1,3,30,9.81576555023923,391.304347826087,0.0
1,3,31,8.23988038277512,45.6521739130435,0.0
1,3,32,102.915365813253,65.2173913043478,0.0
1,3,33,55.9618674698795,26.0869565217391,0.0
1,4,2,16.1583007603492,36.5217391304348,0.0
1,4,3,20.256499871333,24.3478260869565,0.0
1,4,4,12.8432978411514,48.6956521739131,0.0
1,4,5,9.12356504702195,18.2608695652174,0.0
1,4,6,14.9555282796544,12.1739130434783,0.0
1,4,7,52.1109221385542,60.8695652173913,0.0
1,4,8,1.38888888888889,60.8695652173913,0.0
1,4,9,15.9547435897436,12.1739130434783,0.0
1,4,10,24.0681698564593,12.1739130434783,0.0
1,4,11,9.10275318979266,18.2608695652174,0.0
1,4,12,9.43661881977672,21.304347826087,0.0
1,4,13,7.95812599681021,21.304347826087,0.0
1,4,14,103.316148493976,48.6956521739131,0.0
1,4,15,67.1170180722891,6.08695652173913,0.0
1,4,16,40.2285063253012,12.1739130434783,0.0
1,4,17,12.1303635542169,12.1739130434783,0.0
1,4,18,8.4868719126506,24.3478260869565,0.0
1,4,19,12.291321686747,24.3478260869565,0.0
1,4,20,16.1583007603492,24.3478260869565,0.0
1,4,21,20.256499871333,24.3478260869565,0.0
1,4,22,12.8432978411514,24.3478260869565,0.0
1,4,23,9.12356504702195,30.4347826086957,0.0
1,4,24,14.9555282796544,121.739130434783,0.0
1,4,25,52.1109221385542,121.739130434783,0.0
1,4,26,1.38888888888889,15.2173913043478,0.0
1,4,27,15.9547435897436,15.2173913043478,0.0
1,4,28,24.0681698564593,12.1739130434783,0.0
1,4,29,9.10275318979266,42.6086956521739,0.0
1,4,30,9.43661881977672,365.217391304348,0.0
1,4,31,7.95812599681021,42.6086956521739,0.0
1,4,32,103.316148493976,60.8695652173913,0.0
1,4,33,67.1170180722891,24.3478260869565,0.0
1,5,2,15.5857033230076,40.4347826086956,0.0
1,5,3,19.721632141019,26.9565217391304,0.0
1,5,4,12.5277829157783,53.9130434782609,0.0
1,5,5,9.15664576802508,20.2173913043478,0.0
1,5,6,13.9845463472113,13.4782608695652,0.0
1,5,7,56.1428498493976,67.3913043478261,0.0
1,5,8,1.20804761904762,67.3913043478261,0.0
1,5,9,14.5729705710956,13.4782608695652,0.0
1,5,10,23.8810027910686,13.4782608695652,0.0
1,5,11,8.70997009569378,20.2173913043478,0.0
1,5,12,9.21208732057416,23.5869565217391,0.0
1,5,13,7.62623803827751,23.5869565217391,0.0
1,5,14,121.877498795181,53.9130434782609,0.0
1,5,15,95.6140361445783,6.73913043478261,0.0
1,5,16,42.3228598644578,13.4782608695652,0.0
1,5,17,12.2217234939759,13.4782608695652,0.0
1,5,18,8.60746581325301,26.9565217391304,0.0
1,5,19,12.3187685240964,26.9565217391304,0.0
1,5,20,15.5857033230076,26.9565217391304,0.0
1,5,21,19.721632141019,26.9565217391304,0.0
1,5,22,12.5277829157783,26.9565217391304,0.0
1,5,23,9.15664576802508,33.695652173913,0.0
1,5,24,13.9845463472113,134.782608695652,0.0
1,5,25,56.1428498493976,134.782608695652,0.0
1,5,26,1.20804761904762,16.8478260869565,0.0
1,5,27,14.5729705710956,16.8478260869565,0.0
1,5,28,23.8810027910686,13.4782608695652,0.0
1,5,29,8.70997009569378,47.1739130434783,0.0
1,5,30,9.21208732057416,404.347826086956,0.0
1,5,31,7.62623803827751,47.1739130434783,0.0
1,5,32,121.877498795181,67.3913043478261,0.0
1,5,33,95.6140361445783,26.9565217391304,0.0
1,6,2,15.2477357082512,39.1304347826087,0.0
1,6,3,19.4832876994339,26.0869565217391,0.0
1,6,4,13.539848347548,52.1739130434783,0.0
1,6,5,9.769934169279,19.5652173913043,0.0
1,6,6,14.5853868813826,13.0434782608696,0.0
1,6,7,58.7414866716867,65.2173913043478,0.0
1,6,8,1.23940476190476,65.2173913043478,0.0
1,6,9,15.3230157342657,13.0434782608696,0.0
1,6,10,26.3586124401914,13.0434782608696,0.0
1,6,11,9.75599082934609,19.5652173913043,0.0
1,6,12,12.1799920255183,22.8260869565217,0.0
1,6,13,8.51953947368421,22.8260869565217,0.0
1,6,14,126.78482876506,52.1739130434783,0.0
1,6,15,107.162710843374,6.52173913043478,0.0
1,6,16,57.132966189759,13.0434782608696,0.0
1,6,17,14.2353747740964,13.0434782608696,0.0
1,6,18,8.64884548192771,26.0869565217391,0.0
1,6,19,12.1920772590361,26.0869565217391,0.0
1,6,20,15.2477357082512,26.0869565217391,0.0
1,6,21,19.4832876994339,26.0869565217391,0.0
1,6,22,13.539848347548,26.0869565217391,0.0
1,6,23,9.769934169279,32.6086956521739,0.0
1,6,24,14.5853868813826,130.434782608696,0.0
1,6,25,58.7414866716867,130.434782608696,0.0
1,6,26,1.23940476190476,16.304347826087,0.0
1,6,27,15.3230157342657,16.304347826087,0.0
1,6,28,26.3586124401914,13.0434782608696,0.0
1,6,29,9.75599082934609,45.6521739130435,0.0
1,6,30,12.1799920255183,391.304347826087,0.0
1,6,31,8.51953947368421,45.6521739130435,0.0
1,6,32,126.78482876506,65.2173913043478,0.0
1,6,33,107.162710843374,26.0869565217391,0.0
1,7,2,21.0110330892706,41.7391304347826,0.0
1,7,3,24.8711016469377,27.8260869565217,0.0
1,7,4,22.9053290245203,55.6521739130435,0.0
1,7,5,16.4214255485893,20.8695652173913,0.0
1,7,6,17.7430125687353,13.9130434782609,0.0
1,7,7,73.9954567771084,69.5652173913043,0.0
1,7,8,1.88649206349206,69.5652173913043,0.0
1,7,9,22.6651806526807,13.9130434782609,0.0
1,7,10,34.0308353269538,13.9130434782609,0.0
1,7,11,18.6737121212121,20.8695652173913,0.0
1,7,12,18.7280681818182,24.3478260869565,0.0
1,7,13,13.1088815789474,24.3478260869565,0.0
1,7,14,152.525848343373,55.6521739130435,0.0
1,7,15,106.333674698795,6.95652173913044,0.0
1,7,16,86.7322106927711,13.9130434782609,0.0
1,7,17,41.6072880271084,13.9130434782609,0.0
1,7,18,10.5797846385542,27.8260869565217,0.0
1,7,19,12.3211635542169,27.8260869565217,0.0
1,7,20,21.0110330892706,27.8260869565217,0.0
1,7,21,24.8711016469377,27.8260869565217,0.0
1,7,22,22.9053290245203,27.8260869565217,0.0
1,7,23,16.4214255485893,34.7826086956522,0.0
1,7,24,17.7430125687353,139.130434782609,0.0
1,7,25,73.9954567771084,139.130434782609,0.0
1,7,26,1.88649206349206,17.3913043478261,0.0
1,7,27,22.6651806526807,17.3913043478261,0.0
1,7,28,34.0308353269538,13.9130434782609,0.0
1,7,29,18.6737121212121,48.6956521739131,0.0
1,7,30,18.7280681818182,417.391304347826,0.0
1,7,31,13.1088815789474,48.6956521739131,0.0
1,7,32,152.525848343373,69.5652173913043,0.0
1,7,33,106.333674698795,27.8260869565217,0.0
1,8,2,28.3959280484371,44.3478260869565,0.0
1,8,3,31.2382523160062,29.5652173913044,0.0
1,8,4,28.7154071162047,59.1304347826087,0.0
1,8,5,21.2064396551724,22.1739130434783,0.0
1,8,6,25.5341963864886,14.7826086956522,0.0
1,8,7,88.6164589608434,73.9130434782609,0.0
1,8,8,2.36911904761905,73.9130434782609,0.0
1,8,9,28.4207182400932,14.7826086956522,0.0
1,8,10,38.4320873205742,14.7826086956522,0.0
1,8,11,21.9935087719298,22.1739130434783,0.0
1,8,12,22.6687699362041,25.8695652173913,0.0
1,8,13,17.8685984848485,25.8695652173913,0.0
1,8,14,175.157934563253,59.1304347826087,0.0
1,8,15,147.004879518072,7.39130434782609,0.0
1,8,16,133.681565286145,14.7826086956522,0.0
1,8,17,82.5759596385542,14.7826086956522,0.0
1,8,18,42.8880291415663,29.5652173913044,0.0
1,8,19,12.7868128012048,29.5652173913044,0.0
1,8,20,28.3959280484371,29.5652173913044,0.0
1,8,21,31.2382523160062,29.5652173913044,0.0
1,8,22,28.7154071162047,29.5652173913044,0.0
1,8,23,21.2064396551724,36.9565217391304,0.0
1,8,24,25.5341963864886,147.826086956522,0.0
1,8,25,88.6164589608434,147.826086956522,0.0
1,8,26,2.36911904761905,18.4782608695652,0.0
1,8,27,28.4207182400932,18.4782608695652,0.0
1,8,28,38.4320873205742,14.7826086956522,0.0
1,8,29,21.9935087719298,51.7391304347826,0.0
1,8,30,22.6687699362041,443.478260869565,0.0
1,8,31,17.8685984848485,51.7391304347826,0.0
1,8,32,175.157934563253,73.9130434782609,0.0
1,8,33,147.004879518072,29.5652173913044,0.0
1,9,2,31.9029196001126,46.9565217391304,0.0
1,9,3,34.8325101646938,31.304347826087,0.0
1,9,4,30.1452349413646,62.6086956521739,0.0
1,9,5,26.6320862068966,23.4782608695652,0.0
1,9,6,31.4005373134328,15.6521739130435,0.0
1,9,7,90.3433976656627,78.2608695652174,0.0
1,9,8,1.98379365079365,78.2608695652174,0.0
1,9,9,29.4334484265734,15.6521739130435,0.0
1,9,10,36.91754784689,15.6521739130435,0.0
1,9,11,23.0139433811802,23.4782608695652,0.0
1,9,12,24.8620753588517,27.3913043478261,0.0
1,9,13,20.8335127591707,27.3913043478261,0.0
1,9,14,188.758050753012,62.6086956521739,0.0
1,9,15,155.511219879518,7.82608695652174,0.0
1,9,16,168.22291378012,15.6521739130435,0.0
1,9,17,102.276885542169,15.6521739130435,0.027062479338843
1,9,18,35.8727936746988,31.304347826087,0.0
1,9,19,15.0856504518072,31.304347826087,0.0
1,9,20,31.9029196001126,31.304347826087,0.0
1,9,21,34.8325101646938,31.304347826087,0.0
1,9,22,30.1452349413646,31.304347826087,0.0
1,9,23,26.6320862068966,39.1304347826087,0.0
1,9,24,31.4005373134328,156.521739130435,0.0
1,9,25,90.3433976656627,156.521739130435,0.0
1,9,26,1.98379365079365,19.5652173913043,0.0
1,9,27,29.4334484265734,19.5652173913043,0.0
1,9,28,36.91754784689,15.6521739130435,0.0
1,9,29,23.0139433811802,54.7826086956522,0.0
1,9,30,24.8620753588517,469.565217391304,0.0
1,9,31,20.8335127591707,54.7826086956522,0.0
1,9,32,188.758050753012,78.2608695652174,0.054801520661157
1,9,33,155.511219879518,31.304347826087,0.0
1,10,2,34.6961899464939,49.5652173913043,0.0
1,10,3,33.0887269686053,33.0434782608696,0.0
1,10,4,29.2026508528785,66.0869565217391,0.0
1,10,5,25.9197962382445,24.7826086956522,0.0
1,10,6,34.6829006284368,16.5217391304348,0.0
1,10,7,91.0707420180723,82.6086956521739,0.0
1,10,8,1.94573015873016,82.6086956521739,0.0
1,10,9,30.1032459207459,16.5217391304348,0.0
1,10,10,36.9933871610845,16.5217391304348,0.0
1,10,11,22.3614433811802,24.7826086956522,0.0
1,10,12,25.746110446571,28.9130434782609,0.0
1,10,13,19.2916327751196,28.9130434782609,0.0
1,10,14,202.375384036145,66.0869565217391,0.0
1,10,15,157.682289156627,8.26086956521739,0.0
1,10,16,167.670817996988,16.5217391304348,0.0
1,10,17,101.47688313253,16.5217391304348,0.28789347107438
1,10,18,35.3417884789157,33.0434782608696,0.0
1,10,19,51.7898288403615,33.0434782608696,0.0
1,10,20,34.6961899464939,33.0434782608696,0.0
1,10,21,33.0887269686053,33.0434782608696,0.0
1,10,22,29.2026508528785,33.0434782608696,0.0
1,10,23,25.9197962382445,41.304347826087,0.0
1,10,24,34.6829006284368,165.217391304348,0.0
1,10,25,91.0707420180723,165.217391304348,0.0
1,10,26,1.94573015873016,20.6521739130435,0.0
1,10,27,30.1032459207459,20.6521739130435,0.0
1,10,28,36.9933871610845,16.5217391304348,0.0
1,10,29,22.3614433811802,57.8260869565218,0.0
1,10,30,25.746110446571,495.652173913043,0.0
1,10,31,19.2916327751196,57.8260869565218,0.0
1,10,32,202.375384036145,82.6086956521739,0.58298427892562
1,10,33,157.682289156627,33.0434782608696,0.0
1,11,2,34.5347893551112,52.1739130434783,0.0
1,11,3,32.4321863098302,34.7826086956522,0.0
1,11,4,29.1467398720682,69.5652173913043,0.0
1,11,5,27.3634717868339,26.0869565217391,0.0
1,11,6,37.3217274155538,17.3913043478261,0.0
1,11,7,101.568675451807,86.9565217391304,0.0
1,11,8,1.89768253968254,86.9565217391304,0.0
1,11,9,30.5204385198135,17.3913043478261,0.0
1,11,10,37.9629485645933,17.3913043478261,0.0
1,11,11,22.748456937799,26.0869565217391,0.0
1,11,12,26.5969876395534,30.4347826086957,0.0
1,11,13,18.751471291866,30.4347826086957,0.0
1,11,14,211.245406927711,69.5652173913043,0.0
1,11,15,169.878584337349,8.69565217391304,0.0
1,11,16,163.601118975904,17.3913043478261,0.0
1,11,17,100.120550376506,17.3913043478261,0.729380413223141
1,11,18,36.5839793674699,34.7826086956522,0.0
1,11,19,60.892096310241,34.7826086956522,0.0
1,11,20,34.5347893551112,34.7826086956522,0.0
1,11,21,32.4321863098302,34.7826086956522,0.0
1,11,22,29.1467398720682,34.7826086956522,0.0
1,11,23,27.3634717868339,43.4782608695652,0.0
1,11,24,37.3217274155538,173.913043478261,0.0
1,11,25,101.568675451807,173.913043478261,0.0
1,11,26,1.89768253968254,21.7391304347826,0.0
1,11,27,30.5204385198135,21.7391304347826,0.0
1,11,28,37.9629485645933,17.3913043478261,0.0
1,11,29,22.748456937799,60.8695652173913,0.0
1,11,30,26.5969876395534,521.739130434783,0.0
1,11,31,18.751471291866,60.8695652173913,0.0
1,11,32,211.245406927711,86.9565217391304,1.47699533677686
1,11,33,169.878584337349,34.7826086956522,0.0
1,12,2,38.737976485497,53.4782608695652,0.0
1,12,3,36.4651019042718,35.6521739130435,0.0
1,12,4,33.9415226545842,71.3043478260869,0.0
1,12,5,29.8853973354232,26.7391304347826,0.0
1,12,6,45.0340247446976,17.8260869565217,0.0
1,12,7,110.713808810241,89.1304347826087,0.0
1,12,8,2.14311111111111,89.1304347826087,0.0
1,12,9,33.879627039627,17.8260869565217,0.0
1,12,10,40.957230861244,17.8260869565217,0.0
1,12,11,23.7399302232855,26.7391304347826,0.0
1,12,12,30.6324940191388,31.195652173913,0.0
1,12,13,19.0435307017544,31.195652173913,0.0
1,12,14,199.383068222892,71.3043478260869,0.0
1,12,15,160.526024096386,8.91304347826087,0.0
1,12,16,158.630213403614,17.8260869565217,0.0
1,12,17,100.657297138554,17.8260869565217,1.2012105785124
1,12,18,37.6453795933735,35.6521739130435,0.0
1,12,19,58.0770600903615,35.6521739130435,0.0
1,12,20,38.737976485497,35.6521739130435,0.0
1,12,21,36.4651019042718,35.6521739130435,0.0
1,12,22,33.9415226545842,35.6521739130435,0.0
1,12,23,29.8853973354232,44.5652173913043,0.0
1,12,24,45.0340247446976,178.260869565217,0.0
1,12,25,110.713808810241,178.260869565217,0.0
1,12,26,2.14311111111111,22.2826086956522,0.0
1,12,27,33.879627039627,22.2826086956522,0.0
1,12,28,40.957230861244,17.8260869565217,0.0
1,12,29,23.7399302232855,62.3913043478261,0.0
1,12,30,30.6324940191388,534.782608695652,0.0
1,12,31,19.0435307017544,62.3913043478261,0.0
1,12,32,199.383068222892,89.1304347826087,2.4324514214876
1,12,33,160.526024096386,35.6521739130435,0.0
1,13,2,45.2221123627147,54.7826086956522,0.0
1,13,3,45.0269046577458,36.5217391304348,0.0
1,13,4,39.8572671908316,73.0434782608696,0.0
1,13,5,35.2889584639498,27.3913043478261,0.0
1,13,6,57.5710459544383,18.2608695652174,0.0
1,13,7,115.182397590361,91.304347826087,0.0
1,13,8,2.50631746031746,91.304347826087,0.0
1,13,9,36.9158245920746,18.2608695652174,0.0
1,13,10,43.665211323764,18.2608695652174,0.0
1,13,11,28.4098405103668,27.3913043478261,0.0
1,13,12,32.0744059011164,31.9565217391304,0.0
1,13,13,21.1978967304625,31.9565217391304,0.0
1,13,14,188.856589608434,73.0434782608696,0.0
1,13,15,154.848072289157,9.1304347826087,0.0
1,13,16,144.183228614458,18.2608695652174,0.0
1,13,17,97.7409982680723,18.2608695652174,1.43851909090909
1,13,18,38.3130551204819,36.5217391304348,0.0
1,13,19,62.4100486445783,36.5217391304348,0.0
1,13,20,45.2221123627147,36.5217391304348,0.0
1,13,21,45.0269046577458,36.5217391304348,0.0
1,13,22,39.8572671908316,36.5217391304348,0.0
1,13,23,35.2889584639498,45.6521739130435,0.0
1,13,24,57.5710459544383,182.608695652174,0.0
1,13,25,115.182397590361,182.608695652174,0.0
1,13,26,2.50631746031746,22.8260869565217,0.0
1,13,27,36.9158245920746,22.8260869565217,0.0
1,13,28,43.665211323764,18.2608695652174,0.0
1,13,29,28.4098405103668,63.9130434782609,0.0
1,13,30,32.0744059011164,547.826086956522,0.0
1,13,31,21.1978967304625,63.9130434782609,0.0
1,13,32,188.856589608434,91.304347826087,2.91300115909091
1,13,33,154.848072289157,36.5217391304348,0.0
1,14,2,39.7041851591101,53.4782608695652,0.0
1,14,3,42.3661671384457,35.6521739130435,0.0
1,14,4,32.9708115671642,71.3043478260869,0.0
1,14,5,28.3219020376175,26.7391304347826,0.0
1,14,6,50.9792211311862,17.8260869565217,0.0
1,14,7,109.982083509036,89.1304347826087,0.0
1,14,8,2.01985714285714,89.1304347826087,0.0
1,14,9,35.4621081002331,17.8260869565217,0.0
1,14,10,41.2186862041467,17.8260869565217,0.0
1,14,11,24.7412918660287,26.7391304347826,0.0
1,14,12,27.6034928229665,31.195652173913,0.0
1,14,13,18.6657695374801,31.195652173913,0.0
1,14,14,188.624214081325,71.3043478260869,0.0
1,14,15,151.214096385542,8.91304347826087,0.0
1,14,16,140.266186671687,17.8260869565217,0.0
1,14,17,98.8734115210844,17.8260869565217,1.37668834710744
1,14,18,37.7418666415663,35.6521739130435,0.0
1,14,19,58.5248545933735,35.6521739130435,0.0
1,14,20,39.7041851591101,35.6521739130435,0.0
1,14,21,42.3661671384457,35.6521739130435,0.0
1,14,22,32.9708115671642,35.6521739130435,0.0
1,14,23,28.3219020376175,44.5652173913043,0.0
1,14,24,50.9792211311862,178.260869565217,0.0
1,14,25,109.982083509036,178.260869565217,0.0
1,14,26,2.01985714285714,22.2826086956522,0.0
1,14,27,35.4621081002331,22.2826086956522,0.0
1,14,28,41.2186862041467,17.8260869565217,0.0
1,14,29,24.7412918660287,62.3913043478261,0.0
1,14,30,27.6034928229665,534.782608695652,0.0
1,14,31,18.6657695374801,62.3913043478261,0.0
1,14,32,188.624214081325,89.1304347826087,2.78779390289256
1,14,33,151.214096385542,35.6521739130435,0.0
1,15,2,35.402341875528,54.7826086956522,0.0
1,15,3,39.4426277663407,36.5217391304348,0.0
1,15,4,30.1783041044776,73.0434782608696,0.0
1,15,5,25.9885744514107,27.3913043478261,0.0
1,15,6,44.7054536527887,18.2608695652174,0.0
1,15,7,98.9456570783133,91.304347826087,0.0
1,15,8,2.14376190476191,91.304347826087,0.0
1,15,9,33.3754093822844,18.2608695652174,0.0
1,15,10,39.443971291866,18.2608695652174,0.0
1,15,11,22.0783712121212,27.3913043478261,0.0
1,15,12,25.6959070972887,31.9565217391304,0.0
1,15,13,18.0962639553429,31.9565217391304,0.0
1,15,14,191.759561445783,73.0434782608696,0.0
1,15,15,146.161942771084,9.1304347826087,0.0
1,15,16,139.434069578313,18.2608695652174,0.0
1,15,17,96.8045701807229,18.2608695652174,0.983221239669422
1,15,18,30.8871600903614,36.5217391304348,0.0
1,15,19,28.8505285391566,36.5217391304348,0.0
1,15,20,35.402341875528,36.5217391304348,0.0
1,15,21,39.4426277663407,36.5217391304348,0.0
1,15,22,30.1783041044776,36.5217391304348,0.0
1,15,23,25.9885744514107,45.6521739130435,0.0
1,15,24,44.7054536527887,182.608695652174,0.0
1,15,25,98.9456570783133,182.608695652174,0.0
1,15,26,2.14376190476191,22.8260869565217,0.0
1,15,27,33.3754093822844,22.8260869565217,0.0
1,15,28,39.443971291866,18.2608695652174,0.0
1,15,29,22.0783712121212,63.9130434782609,0.0
1,15,30,25.6959070972887,547.826086956522,0.0
1,15,31,18.0962639553429,63.9130434782609,0.0
1,15,32,191.759561445783,91.304347826087,1.99102301033058
1,15,33,146.161942771084,36.5217391304348,0.0
1,16,2,34.8458553928471,50.8695652173913,0.0
1,16,3,39.148236747298,33.9130434782609,0.0
1,16,4,28.1053304904051,67.8260869565218,0.0
1,16,5,24.3810760188088,25.4347826086957,0.0
1,16,6,41.8422882953653,16.9565217391304,0.0
1,16,7,92.262190436747,84.7826086956522,0.0
1,16,8,2.19631746031746,84.7826086956522,0.0
1,16,9,32.1753846153846,16.9565217391304,0.0
1,16,10,39.6552811004785,16.9565217391304,0.0
1,16,11,21.4423484848485,25.4347826086957,0.0
1,16,12,25.6733592503987,29.6739130434783,0.0
1,16,13,17.5096630781499,29.6739130434783,0.0
1,16,14,186.958243373494,67.8260869565218,0.0
1,16,15,138.553448795181,8.47826086956522,0.0
1,16,16,138.652323343374,16.9565217391304,0.0
1,16,17,96.1072701054217,16.9565217391304,0.522130991735537
1,16,18,18.6911798945783,33.9130434782609,0.0
1,16,19,22.1400363704819,33.9130434782609,0.0
1,16,20,34.8458553928471,33.9130434782609,0.0
1,16,21,39.148236747298,33.9130434782609,0.0
1,16,22,28.1053304904051,33.9130434782609,0.0
1,16,23,24.3810760188088,42.3913043478261,0.0
1,16,24,41.8422882953653,169.565217391304,0.0
1,16,25,92.262190436747,169.565217391304,0.0
1,16,26,2.19631746031746,21.195652173913,0.0
1,16,27,32.1753846153846,21.195652173913,0.0
1,16,28,39.6552811004785,16.9565217391304,0.0
1,16,29,21.4423484848485,59.3478260869565,0.0
1,16,30,25.6733592503987,508.695652173913,0.0
1,16,31,17.5096630781499,59.3478260869565,0.0
1,16,32,186.958243373494,84.7826086956522,1.05731525826446
1,16,33,138.553448795181,33.9130434782609,0.0
1,17,2,37.0043139960575,52.1739130434783,0.0
1,17,3,40.9526224909933,34.7826086956522,0.0
1,17,4,31.437782782516,69.5652173913043,0.0
1,17,5,26.4607429467085,26.0869565217391,0.0
1,17,6,42.0171370777691,17.3913043478261,0.0
1,17,7,95.9217571536145,86.9565217391304,0.0
1,17,8,2.11860317460317,86.9565217391304,0.0
1,17,9,32.736148018648,17.3913043478261,0.0
1,17,10,39.7281618819777,17.3913043478261,0.0
1,17,11,21.7267902711324,26.0869565217391,0.0
1,17,12,25.7892324561404,30.4347826086957,0.0
1,17,13,17.5772807017544,30.4347826086957,0.0
1,17,14,178.69660248494,69.5652173913043,0.0
1,17,15,134.442695783133,8.69565217391304,0.0
1,17,16,136.81946498494,17.3913043478261,0.0
1,17,17,90.4806054216868,17.3913043478261,0.129929256198347
1,17,18,14.1754771084337,34.7826086956522,0.0
1,17,19,21.9935737951807,34.7826086956522,0.0
1,17,20,37.0043139960575,34.7826086956522,0.0
1,17,21,40.9526224909933,34.7826086956522,0.0
1,17,22,31.437782782516,34.7826086956522,0.0
1,17,23,26.4607429467085,43.4782608695652,0.0
1,17,24,42.0171370777691,173.913043478261,0.0
1,17,25,95.9217571536145,173.913043478261,0.0
1,17,26,2.11860317460317,21.7391304347826,0.0
1,17,27,32.736148018648,21.7391304347826,0.0
1,17,28,39.7281618819777,17.3913043478261,0.0
1,17,29,21.7267902711324,60.8695652173913,0.0
1,17,30,25.7892324561404,521.739130434783,0.0
1,17,31,17.5772807017544,60.8695652173913,0.0
